wav, nm;  tau[toa:10km];  tau[toa:2km];  tau[toa:0km]
421.3  4.595467e-06  3.374507e-05  5.224126e-05
421.4  4.469322e-06  3.325310e-05  5.077231e-05
421.5  4.143152e-06  3.202397e-05  4.991796e-05
421.6  3.960342e-06  3.025434e-05  4.650345e-05
421.7  3.842677e-06  2.856993e-05  4.401769e-05
421.8  3.449469e-06  2.766575e-05  4.319598e-05
421.8  3.387673e-06  2.664151e-05  4.107282e-05
421.9  3.143263e-06  2.517050e-05  3.918900e-05
422.0  3.228800e-06  2.402876e-05  3.760759e-05
422.1  3.133525e-06  2.359036e-05  3.661620e-05
422.2  2.866766e-06  2.283602e-05  3.537812e-05
422.3  2.892064e-06  2.144537e-05  3.261035e-05
422.4  2.731966e-06  2.006859e-05  3.084346e-05
422.4  2.466293e-06  1.973071e-05  3.027746e-05
422.5  2.596874e-06  1.900142e-05  2.892794e-05
422.6  2.254332e-06  1.700496e-05  2.626759e-05
422.7  2.237901e-06  1.709508e-05  2.655229e-05
422.8  2.186542e-06  1.625404e-05  2.505390e-05
422.9  1.967452e-06  1.608063e-05  2.516965e-05
422.9  2.058870e-06  1.561439e-05  2.418452e-05
423.0  1.984345e-06  1.436312e-05  2.251724e-05
423.1  1.937229e-06  1.431861e-05  2.152911e-05
423.2  1.654828e-06  1.331527e-05  2.022864e-05
423.3  1.729444e-06  1.294081e-05  2.021521e-05
423.4  1.583418e-06  1.206406e-05  1.843754e-05
423.5  1.454253e-06  1.227317e-05  1.832357e-05
423.5  1.384563e-06  1.112082e-05  1.695801e-05
423.6  1.375445e-06  1.045414e-05  1.615521e-05
423.7  1.387079e-06  9.961231e-06  1.513674e-05
423.8  1.250380e-06  9.752488e-06  1.528959e-05
423.9  1.224854e-06  9.863749e-06  1.500789e-05
424.0  1.295101e-06  1.002234e-05  1.485667e-05
424.0  1.121469e-06  8.678131e-06  1.362460e-05
424.1  1.139199e-06  9.522182e-06  1.459044e-05
424.2  1.263616e-06  8.835272e-06  1.300878e-05
424.3  1.106015e-06  8.473258e-06  1.310826e-05
424.4  1.068877e-06  7.857198e-06  1.179955e-05
424.5  1.075226e-06  7.760157e-06  1.174875e-05
424.5  1.188972e-06  8.266649e-06  1.207568e-05
424.6  1.157341e-06  7.962196e-06  1.190215e-05
424.7  1.019229e-06  6.993834e-06  1.047987e-05
424.8  9.444349e-07  6.795088e-06  1.057185e-05
424.9  9.179849e-07  6.992695e-06  1.070581e-05
425.0  9.636665e-07  6.352325e-06  9.226616e-06
425.1  1.024565e-06  6.903408e-06  1.016543e-05
425.1  8.623493e-07  6.359662e-06  9.453957e-06
425.2  8.060925e-07  6.062061e-06  9.260648e-06
425.3  7.760450e-07  5.821674e-06  8.752425e-06
425.4  7.903280e-07  6.112936e-06  9.505559e-06
425.5  8.082096e-07  5.795158e-06  8.699515e-06
425.6  7.543114e-07  6.502356e-06  9.770136e-06
425.6  8.486407e-07  6.615300e-06  9.583350e-06
425.7  8.881896e-07  6.116499e-06  9.108314e-06
425.8  9.589005e-07  6.304323e-06  9.311944e-06
425.9  7.942503e-07  5.521110e-06  8.068954e-06
426.0  8.184258e-07  5.691990e-06  8.755646e-06
426.1  7.738653e-07  5.814415e-06  8.270851e-06
426.1  9.082251e-07  5.516290e-06  8.277430e-06
426.2  7.390285e-07  4.979643e-06  7.570696e-06
426.3  6.789775e-07  5.593234e-06  8.354874e-06
426.4  9.156002e-07  5.357444e-06  7.853757e-06
426.5  6.614324e-07  5.408048e-06  8.066762e-06
426.6  8.677987e-07  6.007600e-06  8.973655e-06
426.7  8.259698e-07  5.850511e-06  8.959019e-06
426.7  8.655415e-07  5.255136e-06  7.852270e-06
426.8  8.053025e-07  5.110838e-06  7.600885e-06
426.9  8.452890e-07  5.579989e-06  8.486327e-06
427.0  7.492454e-07  4.946704e-06  7.330844e-06
427.0  8.550620e-07  5.624640e-06  8.277498e-06
427.1  8.225518e-07  5.909547e-06  8.646693e-06
427.2  7.877958e-07  5.644533e-06  8.235817e-06
427.3  7.744700e-07  5.192574e-06  7.999485e-06
427.4  9.075566e-07  5.000901e-06  7.414006e-06
427.4  8.716856e-07  5.852379e-06  9.044436e-06
427.5  9.418532e-07  5.823425e-06  8.699987e-06
427.6  8.785698e-07  5.663269e-06  8.729641e-06
427.7  9.064130e-07  5.676459e-06  8.460836e-06
427.8  1.016219e-06  6.265964e-06  9.067504e-06
427.9  8.971027e-07  5.544616e-06  8.204934e-06
428.0  9.203923e-07  5.936591e-06  9.306917e-06
428.0  9.588000e-07  6.249308e-06  9.079547e-06
428.1  9.335893e-07  6.621364e-06  9.890462e-06
428.2  9.302211e-07  5.982512e-06  8.657844e-06
428.3  8.464502e-07  5.940046e-06  8.851168e-06
428.4  9.249412e-07  5.683161e-06  8.532160e-06
428.5  8.499132e-07  5.946073e-06  9.208371e-06
428.6  9.210553e-07  5.986688e-06  9.296613e-06
428.6  8.867963e-07  6.270345e-06  9.603973e-06
428.7  8.750043e-07  6.229524e-06  9.160657e-06
428.8  8.995191e-07  6.238182e-06  9.289208e-06
428.9  1.017194e-06  6.085512e-06  8.929526e-06
429.0  1.023966e-06  6.269102e-06  9.060331e-06
429.1  9.546672e-07  5.964313e-06  8.534867e-06
429.2  1.029301e-06  7.077420e-06  1.027598e-05
429.2  9.335719e-07  6.566223e-06  9.941569e-06
429.3  1.052979e-06  6.761071e-06  1.008084e-05
429.4  1.004067e-06  7.125408e-06  1.035090e-05
429.5  1.044533e-06  6.361173e-06  9.378909e-06
429.6  1.051302e-06  6.923335e-06  1.033069e-05
429.7  1.073700e-06  7.279650e-06  1.078366e-05
429.7  1.009627e-06  6.902809e-06  1.076016e-05
429.8  9.785861e-07  6.731587e-06  1.030668e-05
429.9  1.001537e-06  6.623141e-06  1.007361e-05
430.0  1.085318e-06  6.846593e-06  1.028206e-05
430.1  1.130690e-06  7.374058e-06  1.098750e-05
430.2  9.746868e-07  7.535107e-06  1.166455e-05
430.3  1.022128e-06  7.260904e-06  1.082944e-05
430.3  1.169499e-06  7.639963e-06  1.155176e-05
430.4  1.136545e-06  7.697843e-06  1.123771e-05
430.5  1.141671e-06  7.883104e-06  1.224698e-05
430.6  1.168281e-06  8.044549e-06  1.239120e-05
430.7  1.258093e-06  7.750682e-06  1.161328e-05
430.8  1.164428e-06  7.928988e-06  1.194676e-05
430.9  1.219775e-06  8.679344e-06  1.311044e-05
430.9  1.305015e-06  8.425379e-06  1.266607e-05
431.0  1.276408e-06  8.657966e-06  1.265039e-05
431.1  1.313994e-06  9.125436e-06  1.363817e-05
431.2  1.425369e-06  9.137676e-06  1.368178e-05
431.3  1.327749e-06  9.475318e-06  1.455888e-05
431.4  1.291213e-06  9.318513e-06  1.437071e-05
431.5  1.305754e-06  9.134109e-06  1.384527e-05
431.5  1.384859e-06  9.014546e-06  1.387304e-05
431.6  1.381236e-06  9.002979e-06  1.404543e-05
431.7  1.357589e-06  9.949956e-06  1.508425e-05
431.8  1.445204e-06  1.025198e-05  1.590846e-05
431.9  1.399728e-06  1.030912e-05  1.626047e-05
432.0  1.489932e-06  1.032253e-05  1.599194e-05
432.1  1.431412e-06  1.029632e-05  1.592866e-05
432.1  1.426321e-06  1.034790e-05  1.589368e-05
432.2  1.432365e-06  1.034373e-05  1.596064e-05
432.3  1.454831e-06  1.106094e-05  1.703547e-05
432.4  1.493985e-06  1.155549e-05  1.766004e-05
432.5  1.491708e-06  1.134297e-05  1.761085e-05
432.6  1.579152e-06  1.142259e-05  1.734153e-05
432.7  1.601809e-06  1.189525e-05  1.833915e-05
432.7  1.700610e-06  1.213985e-05  1.871654e-05
432.8  1.695173e-06  1.249475e-05  1.906894e-05
432.9  1.654197e-06  1.215287e-05  1.887533e-05
433.0  1.784250e-06  1.288956e-05  1.970359e-05
433.1  1.747933e-06  1.295092e-05  2.004573e-05
433.2  1.839753e-06  1.314082e-05  2.007982e-05
433.2  1.892895e-06  1.297507e-05  2.015407e-05
433.3  1.892020e-06  1.347791e-05  2.068322e-05
433.4  1.870355e-06  1.401715e-05  2.133240e-05
433.5  1.902211e-06  1.418954e-05  2.188450e-05
433.6  1.864465e-06  1.417113e-05  2.212987e-05
433.7  1.947360e-06  1.461484e-05  2.274892e-05
433.8  1.972661e-06  1.463822e-05  2.284841e-05
433.8  2.029463e-06  1.578387e-05  2.425110e-05
433.9  2.055125e-06  1.555793e-05  2.408750e-05
434.0  2.059926e-06  1.552384e-05  2.399971e-05
434.1  2.127584e-06  1.586786e-05  2.436007e-05
434.2  2.151949e-06  1.590616e-05  2.459885e-05
434.3  2.209435e-06  1.689234e-05  2.610617e-05
434.4  2.340352e-06  1.670654e-05  2.586060e-05
434.4  2.266640e-06  1.709093e-05  2.623430e-05
434.5  2.348024e-06  1.731646e-05  2.687606e-05
434.6  2.384150e-06  1.757986e-05  2.706289e-05
434.7  2.384046e-06  1.776530e-05  2.754714e-05
434.8  2.387299e-06  1.776106e-05  2.759966e-05
434.9  2.410531e-06  1.850406e-05  2.892348e-05
434.9  2.485240e-06  1.857469e-05  2.869916e-05
435.0  2.472375e-06  1.943101e-05  2.995937e-05
435.1  2.505846e-06  1.980235e-05  3.094058e-05
435.2  2.620289e-06  2.025746e-05  3.116352e-05
435.3  2.576586e-06  2.006219e-05  3.106228e-05
435.4  2.687280e-06  2.098756e-05  3.251574e-05
435.5  2.693019e-06  2.105856e-05  3.296451e-05
435.5  2.782248e-06  2.138113e-05  3.321310e-05
435.6  2.783645e-06  2.140683e-05  3.336489e-05
435.7  2.824185e-06  2.267184e-05  3.505793e-05
435.8  2.944881e-06  2.295597e-05  3.552863e-05
435.9  2.939856e-06  2.331272e-05  3.649317e-05
436.0  3.003204e-06  2.373355e-05  3.688463e-05
436.1  3.064599e-06  2.404646e-05  3.767775e-05
436.1  3.024056e-06  2.436860e-05  3.818812e-05
436.2  3.119719e-06  2.488500e-05  3.876135e-05
436.3  3.177479e-06  2.585103e-05  4.055629e-05
436.4  3.167487e-06  2.572698e-05  4.050671e-05
436.5  3.278131e-06  2.647690e-05  4.151142e-05
436.6  3.264165e-06  2.691476e-05  4.226800e-05
436.6  3.357211e-06  2.713705e-05  4.265061e-05
436.7  3.377838e-06  2.794846e-05  4.400681e-05
436.8  3.473194e-06  2.842194e-05  4.429685e-05
436.9  3.625691e-06  2.912127e-05  4.558765e-05
437.0  3.704224e-06  3.000140e-05  4.716357e-05
437.1  3.727303e-06  3.068187e-05  4.811448e-05
437.2  3.707181e-06  3.045924e-05  4.795826e-05
437.2  3.734449e-06  3.120911e-05  4.932116e-05
437.3  3.800640e-06  3.182149e-05  5.026617e-05
437.4  3.889581e-06  3.229247e-05  5.112928e-05
437.5  4.004479e-06  3.319364e-05  5.228776e-05
437.6  4.073616e-06  3.381727e-05  5.333098e-05
437.7  4.124701e-06  3.471696e-05  5.475860e-05
437.7  4.316833e-06  3.554612e-05  5.614127e-05
437.8  4.365930e-06  3.609708e-05  5.697385e-05
437.9  4.428777e-06  3.730401e-05  5.881214e-05
438.0  4.476818e-06  3.794873e-05  5.984761e-05
438.1  4.634057e-06  3.927248e-05  6.202091e-05
438.2  4.715846e-06  3.967749e-05  6.263624e-05
438.3  4.935350e-06  4.099791e-05  6.448555e-05
438.3  5.040612e-06  4.197478e-05  6.622160e-05
438.4  5.132461e-06  4.278141e-05  6.773061e-05
438.5  5.266835e-06  4.393536e-05  6.949169e-05
438.6  5.375180e-06  4.482228e-05  7.095654e-05
438.7  5.395293e-06  4.588593e-05  7.257158e-05
438.8  5.653960e-06  4.700106e-05  7.438177e-05
438.8  5.720946e-06  4.808975e-05  7.611463e-05
438.9  5.870919e-06  4.905814e-05  7.766892e-05
439.0  5.947251e-06  5.028884e-05  7.982906e-05
439.1  6.126228e-06  5.199310e-05  8.235640e-05
439.2  6.315398e-06  5.283531e-05  8.395750e-05
439.3  6.454209e-06  5.465933e-05  8.681665e-05
439.4  6.635490e-06  5.587250e-05  8.852850e-05
439.4  6.801545e-06  5.751406e-05  9.113714e-05
439.5  7.035963e-06  5.891236e-05  9.326051e-05
439.6  7.106793e-06  6.033589e-05  9.557950e-05
439.7  7.280152e-06  6.205141e-05  9.850162e-05
439.8  7.548215e-06  6.339993e-05  1.007144e-04
439.9  7.742052e-06  6.540307e-05  1.036609e-04
439.9  7.921112e-06  6.743247e-05  1.071205e-04
440.0  8.154216e-06  6.905000e-05  1.095726e-04
440.1  8.399476e-06  7.089826e-05  1.127858e-04
440.2  8.661775e-06  7.296347e-05  1.158879e-04
440.3  8.824507e-06  7.479680e-05  1.185805e-04
440.4  9.124241e-06  7.741878e-05  1.227889e-04
440.5  9.376701e-06  7.939102e-05  1.260373e-04
440.5  9.611180e-06  8.140045e-05  1.292444e-04
440.6  9.857268e-06  8.371299e-05  1.328182e-04
440.7  1.019839e-05  8.618599e-05  1.366963e-04
440.8  1.050012e-05  8.874742e-05  1.408335e-04
440.9  1.074762e-05  9.143599e-05  1.447134e-04
441.0  1.111024e-05  9.423873e-05  1.495378e-04
441.0  1.145584e-05  9.706125e-05  1.539880e-04
441.1  1.178442e-05  1.000447e-04  1.588589e-04
441.2  1.213155e-05  1.027866e-04  1.630625e-04
441.3  1.254882e-05  1.063083e-04  1.684142e-04
441.4  1.290345e-05  1.083638e-04  1.715880e-04
441.5  1.326625e-05  1.115909e-04  1.770047e-04
441.6  1.367432e-05  1.154488e-04  1.830043e-04
441.6  1.411169e-05  1.187573e-04  1.880565e-04
441.7  1.455842e-05  1.221860e-04  1.932338e-04
441.8  1.503477e-05  1.259464e-04  1.988290e-04
441.9  1.555913e-05  1.296097e-04  2.049196e-04
442.0  1.597641e-05  1.331763e-04  2.105243e-04
442.1  1.645429e-05  1.369265e-04  2.162705e-04
442.1  1.692757e-05  1.408417e-04  2.223227e-04
442.2  1.747083e-05  1.451251e-04  2.290028e-04
442.3  1.798447e-05  1.490577e-04  2.351567e-04
442.4  1.855088e-05  1.529923e-04  2.411889e-04
442.5  1.903353e-05  1.571112e-04  2.478359e-04
442.6  1.964216e-05  1.618442e-04  2.549802e-04
442.6  2.020858e-05  1.657339e-04  2.607594e-04
442.7  2.080172e-05  1.706499e-04  2.686563e-04
442.8  2.139792e-05  1.752956e-04  2.754457e-04
442.9  2.201422e-05  1.797987e-04  2.823332e-04
443.0  2.253585e-05  1.843951e-04  2.896678e-04
443.1  2.329976e-05  1.892827e-04  2.968679e-04
443.2  2.391912e-05  1.937721e-04  3.040936e-04
443.2  2.452945e-05  1.989067e-04  3.119090e-04
443.3  2.518473e-05  2.038873e-04  3.194840e-04
443.4  2.586011e-05  2.086740e-04  3.268680e-04
443.5  2.655268e-05  2.137370e-04  3.344957e-04
443.6  2.726227e-05  2.187161e-04  3.421363e-04
443.7  2.789286e-05  2.241132e-04  3.505336e-04
443.7  2.863208e-05  2.294366e-04  3.586643e-04
443.8  2.935427e-05  2.349018e-04  3.671075e-04
443.9  3.016193e-05  2.406291e-04  3.758599e-04
444.0  3.090131e-05  2.463833e-04  3.846191e-04
444.1  3.168427e-05  2.524823e-04  3.939407e-04
444.2  3.253551e-05  2.585158e-04  4.030386e-04
444.2  3.351427e-05  2.652432e-04  4.132907e-04
444.3  3.432993e-05  2.715702e-04  4.228625e-04
444.4  3.521095e-05  2.784623e-04  4.335489e-04
444.5  3.619278e-05  2.850927e-04  4.436694e-04
444.6  3.715161e-05  2.924897e-04  4.549941e-04
444.7  3.828598e-05  3.003361e-04  4.671372e-04
444.8  3.930542e-05  3.079297e-04  4.786757e-04
444.8  4.043382e-05  3.164011e-04  4.917106e-04
444.9  4.165722e-05  3.257050e-04  5.059166e-04
445.0  4.301733e-05  3.352961e-04  5.202314e-04
445.1  4.442102e-05  3.453216e-04  5.356145e-04
445.2  4.591035e-05  3.560338e-04  5.518992e-04
445.3  4.753213e-05  3.681174e-04  5.701807e-04
445.3  4.925164e-05  3.800876e-04  5.883171e-04
445.4  5.109883e-05  3.931056e-04  6.078024e-04
445.5  5.308274e-05  4.064877e-04  6.278303e-04
445.6  5.502970e-05  4.206618e-04  6.491347e-04
445.7  5.712546e-05  4.342975e-04  6.693567e-04
445.8  5.924012e-05  4.487265e-04  6.911440e-04
445.8  6.121943e-05  4.622093e-04  7.111163e-04
445.9  6.312401e-05  4.750644e-04  7.301742e-04
446.0  6.488540e-05  4.868944e-04  7.477321e-04
446.1  6.637916e-05  4.969402e-04  7.626848e-04
446.2  6.762249e-05  5.054718e-04  7.752401e-04
446.3  6.840392e-05  5.116578e-04  7.848443e-04
446.3  6.895008e-05  5.154133e-04  7.907644e-04
446.4  6.903757e-05  5.170028e-04  7.933630e-04
446.5  6.888843e-05  5.167246e-04  7.934415e-04
446.6  6.856342e-05  5.151033e-04  7.912639e-04
446.7  6.794285e-05  5.117423e-04  7.865897e-04
446.8  6.716821e-05  5.072266e-04  7.800311e-04
446.9  6.619592e-05  5.013270e-04  7.716761e-04
446.9  6.497795e-05  4.942626e-04  7.617160e-04
447.0  6.372849e-05  4.859701e-04  7.496770e-04
447.1  6.222893e-05  4.770443e-04  7.366058e-04
447.2  6.075849e-05  4.671318e-04  7.219227e-04
447.3  5.907183e-05  4.560002e-04  7.056768e-04
447.4  5.742706e-05  4.448245e-04  6.893946e-04
447.4  5.566737e-05  4.333832e-04  6.724355e-04
447.5  5.384843e-05  4.212211e-04  6.543153e-04
447.6  5.205112e-05  4.087075e-04  6.353238e-04
447.7  5.021958e-05  3.961363e-04  6.168346e-04
447.8  4.835076e-05  3.834057e-04  5.978591e-04
447.9  4.659534e-05  3.708223e-04  5.786867e-04
447.9  4.472652e-05  3.580982e-04  5.597473e-04
448.0  4.296802e-05  3.456569e-04  5.409595e-04
448.1  4.112883e-05  3.332578e-04  5.224019e-04
448.2  3.943094e-05  3.210195e-04  5.038640e-04
448.3  3.777664e-05  3.090681e-04  4.855633e-04
448.4  3.613937e-05  2.970071e-04  4.671309e-04
448.4  3.450516e-05  2.849388e-04  4.490728e-04
448.5  3.296749e-05  2.735904e-04  4.317586e-04
448.6  3.145177e-05  2.628996e-04  4.156613e-04
448.7  3.002611e-05  2.522548e-04  3.992781e-04
448.8  2.854768e-05  2.415695e-04  3.827997e-04
448.9  2.720290e-05  2.313646e-04  3.671039e-04
448.9  2.592026e-05  2.212885e-04  3.514477e-04
449.0  2.469226e-05  2.121495e-04  3.375475e-04
449.1  2.349066e-05  2.029569e-04  3.232794e-04
449.2  2.233417e-05  1.941118e-04  3.097969e-04
449.3  2.130520e-05  1.858837e-04  2.970350e-04
449.4  2.023741e-05  1.776217e-04  2.842863e-04
449.4  1.929254e-05  1.700645e-04  2.721303e-04
449.5  1.834613e-05  1.626842e-04  2.607629e-04
449.6  1.740756e-05  1.554150e-04  2.492612e-04
449.7  1.655139e-05  1.486013e-04  2.387424e-04
449.8  1.576366e-05  1.421723e-04  2.287369e-04
449.9  1.499006e-05  1.361551e-04  2.193235e-04
450.0  1.432355e-05  1.301192e-04  2.097456e-04
450.0  1.358570e-05  1.242137e-04  2.003423e-04
450.1  1.299393e-05  1.188953e-04  1.921848e-04
450.2  1.240402e-05  1.142938e-04  1.846763e-04
450.3  1.179982e-05  1.089522e-04  1.765254e-04
450.4  1.127053e-05  1.045216e-04  1.690862e-04
450.5  1.081121e-05  1.005168e-04  1.626003e-04
450.5  1.030590e-05  9.643467e-05  1.561856e-04
450.6  9.910541e-06  9.249074e-05  1.497854e-04
450.7  9.506567e-06  8.874149e-05  1.436787e-04
450.8  9.136234e-06  8.533251e-05  1.382191e-04
450.9  8.728408e-06  8.210164e-05  1.330538e-04
451.0  8.392498e-06  7.901194e-05  1.280472e-04
451.0  8.064199e-06  7.594156e-05  1.230880e-04
451.1  7.773657e-06  7.338046e-05  1.188292e-04
451.2  7.537451e-06  7.047085e-05  1.141411e-04
451.3  7.302561e-06  6.852630e-05  1.106977e-04
451.4  7.068695e-06  6.650001e-05  1.074787e-04
451.5  6.844486e-06  6.413836e-05  1.036787e-04
451.5  6.658478e-06  6.217443e-05  1.001931e-04
451.6  6.437703e-06  6.032158e-05  9.735741e-05
451.7  6.246824e-06  5.866720e-05  9.459118e-05
451.8  6.037860e-06  5.721105e-05  9.213063e-05
451.9  5.903572e-06  5.584334e-05  8.990558e-05
452.0  5.793599e-06  5.429933e-05  8.725009e-05
452.0  5.729252e-06  5.317963e-05  8.533586e-05
452.1  5.612683e-06  5.228703e-05  8.381748e-05
452.2  5.499508e-06  5.096827e-05  8.181483e-05
452.3  5.444409e-06  4.965443e-05  7.951350e-05
452.4  5.321943e-06  4.913578e-05  7.839257e-05
452.5  5.299291e-06  4.831544e-05  7.707576e-05
452.5  5.178314e-06  4.728672e-05  7.546802e-05
452.6  5.175220e-06  4.682612e-05  7.445724e-05
452.7  5.053045e-06  4.630602e-05  7.354944e-05
452.8  5.025109e-06  4.582866e-05  7.253869e-05
452.9  5.014595e-06  4.511061e-05  7.143952e-05
453.0  5.033260e-06  4.481063e-05  7.100350e-05
453.0  4.954536e-06  4.424050e-05  6.987343e-05
453.1  4.954590e-06  4.394507e-05  6.930907e-05
453.2  5.018184e-06  4.377970e-05  6.879874e-05
453.3  4.959155e-06  4.364202e-05  6.858474e-05
453.4  4.959686e-06  4.334751e-05  6.790807e-05
453.5  4.945028e-06  4.319613e-05  6.780096e-05
453.5  4.994354e-06  4.311077e-05  6.762915e-05
453.6  4.977770e-06  4.312039e-05  6.743974e-05
453.7  5.022310e-06  4.310898e-05  6.740050e-05
453.8  5.044988e-06  4.312111e-05  6.726353e-05
453.9  5.049413e-06  4.329133e-05  6.736514e-05
454.0  5.077029e-06  4.327085e-05  6.734924e-05
454.0  5.053316e-06  4.295739e-05  6.692315e-05
454.1  5.110040e-06  4.349632e-05  6.744665e-05
454.2  5.144687e-06  4.365658e-05  6.794452e-05
454.3  5.156946e-06  4.361394e-05  6.772631e-05
454.4  5.151192e-06  4.359356e-05  6.774236e-05
454.5  5.152161e-06  4.368020e-05  6.781551e-05
454.5  5.227188e-06  4.425574e-05  6.865760e-05
454.6  5.251636e-06  4.447352e-05  6.900821e-05
454.7  5.259586e-06  4.456031e-05  6.911746e-05
454.8  5.356936e-06  4.504320e-05  6.973033e-05
454.9  5.403481e-06  4.539794e-05  7.020441e-05
455.0  5.453809e-06  4.550656e-05  7.035071e-05
455.0  5.445038e-06  4.572151e-05  7.073753e-05
455.1  5.563994e-06  4.631404e-05  7.161731e-05
455.2  5.532408e-06  4.652822e-05  7.200453e-05
455.3  5.644656e-06  4.702858e-05  7.273103e-05
455.4  5.699578e-06  4.738671e-05  7.326651e-05
455.4  5.769005e-06  4.793252e-05  7.409277e-05
455.5  5.835200e-06  4.810803e-05  7.421621e-05
455.6  5.892471e-06  4.853349e-05  7.490293e-05
455.7  5.958186e-06  4.910901e-05  7.575786e-05
455.8  5.989440e-06  4.969350e-05  7.672917e-05
455.9  6.017682e-06  5.012458e-05  7.752075e-05
455.9  6.076979e-06  5.058593e-05  7.831988e-05
456.0  6.227072e-06  5.135999e-05  7.916001e-05
456.1  6.205823e-06  5.145908e-05  7.957085e-05
456.2  6.328880e-06  5.224622e-05  8.082783e-05
456.3  6.382675e-06  5.287859e-05  8.166292e-05
456.4  6.448410e-06  5.310588e-05  8.201573e-05
456.4  6.514000e-06  5.419967e-05  8.377029e-05
456.5  6.549347e-06  5.406257e-05  8.341644e-05
456.6  6.608980e-06  5.501094e-05  8.500148e-05
456.7  6.665895e-06  5.532778e-05  8.557427e-05
456.8  6.808509e-06  5.644578e-05  8.697465e-05
456.9  6.844060e-06  5.653768e-05  8.739186e-05
456.9  6.911544e-06  5.732270e-05  8.875606e-05
457.0  7.027176e-06  5.816925e-05  9.007037e-05
457.1  7.092497e-06  5.893231e-05  9.120004e-05
457.2  7.168209e-06  5.926496e-05  9.167693e-05
457.3  7.275738e-06  6.004433e-05  9.297170e-05
457.4  7.319114e-06  6.072782e-05  9.432189e-05
457.4  7.401719e-06  6.117106e-05  9.471697e-05
457.5  7.519427e-06  6.219751e-05  9.641535e-05
457.6  7.654009e-06  6.306208e-05  9.766694e-05
457.7  7.700177e-06  6.366990e-05  9.860510e-05
457.8  7.790219e-06  6.467871e-05  1.006441e-04
457.9  7.860499e-06  6.495761e-05  1.008108e-04
457.9  7.960177e-06  6.585863e-05  1.020915e-04
458.0  8.054746e-06  6.682398e-05  1.035888e-04
458.1  8.078849e-06  6.742208e-05  1.047605e-04
458.2  8.226468e-06  6.868172e-05  1.065442e-04
458.3  8.292134e-06  6.915495e-05  1.073623e-04
458.4  8.481238e-06  6.979402e-05  1.085386e-04
458.4  8.613416e-06  7.085910e-05  1.100479e-04
458.5  8.638111e-06  7.177124e-05  1.116122e-04
458.6  8.693237e-06  7.228072e-05  1.124814e-04
458.7  8.839071e-06  7.337249e-05  1.141701e-04
458.8  8.953494e-06  7.432921e-05  1.157589e-04
458.8  9.069279e-06  7.516385e-05  1.170269e-04
458.9  9.153972e-06  7.626823e-05  1.186977e-04
459.0  9.254881e-06  7.675578e-05  1.194547e-04
459.1  9.388232e-06  7.813457e-05  1.217974e-04
459.2  9.570470e-06  7.904491e-05  1.232076e-04
459.3  9.617065e-06  7.957125e-05  1.241087e-04
459.3  9.737139e-06  8.069914e-05  1.259706e-04
459.4  9.907710e-06  8.189814e-05  1.276085e-04
459.5  9.959430e-06  8.249693e-05  1.288836e-04
459.6  1.008347e-05  8.379997e-05  1.308126e-04
459.7  1.020867e-05  8.489826e-05  1.324737e-04
459.8  1.038205e-05  8.619431e-05  1.344926e-04
459.8  1.047265e-05  8.700825e-05  1.360564e-04
459.9  1.058989e-05  8.844700e-05  1.383757e-04
460.0  1.070076e-05  8.936953e-05  1.396541e-04
460.1  1.087633e-05  9.069991e-05  1.416175e-04
460.2  1.097763e-05  9.182683e-05  1.434791e-04
460.3  1.103534e-05  9.264116e-05  1.449590e-04
460.3  1.125309e-05  9.394661e-05  1.472148e-04
460.4  1.133582e-05  9.523813e-05  1.493101e-04
460.5  1.155374e-05  9.690382e-05  1.517968e-04
460.6  1.167206e-05  9.786978e-05  1.532376e-04
460.7  1.172977e-05  9.869052e-05  1.547536e-04
460.7  1.191500e-05  1.000961e-04  1.568095e-04
460.8  1.210483e-05  1.013817e-04  1.588125e-04
460.9  1.223574e-05  1.028594e-04  1.612004e-04
461.0  1.247069e-05  1.044540e-04  1.637723e-04
461.1  1.257045e-05  1.055910e-04  1.654829e-04
461.2  1.266084e-05  1.066911e-04  1.675382e-04
461.2  1.291911e-05  1.083870e-04  1.701989e-04
461.3  1.307029e-05  1.101016e-04  1.730242e-04
461.4  1.316851e-05  1.112872e-04  1.748006e-04
461.5  1.343905e-05  1.125883e-04  1.768986e-04
461.6  1.360112e-05  1.143875e-04  1.798555e-04
461.7  1.380167e-05  1.153397e-04  1.814339e-04
461.7  1.391266e-05  1.174806e-04  1.848582e-04
461.8  1.408223e-05  1.185998e-04  1.868214e-04
461.9  1.430168e-05  1.202362e-04  1.893507e-04
462.0  1.441863e-05  1.217137e-04  1.916664e-04
462.1  1.462719e-05  1.233040e-04  1.942810e-04
462.1  1.486230e-05  1.253486e-04  1.975897e-04
462.2  1.496989e-05  1.267507e-04  2.000334e-04
462.3  1.519547e-05  1.282250e-04  2.024801e-04
462.4  1.547246e-05  1.301294e-04  2.052103e-04
462.5  1.557255e-05  1.322242e-04  2.087199e-04
462.6  1.579660e-05  1.337599e-04  2.113048e-04
462.6  1.593075e-05  1.355906e-04  2.142980e-04
462.7  1.617982e-05  1.375971e-04  2.174620e-04
462.8  1.645834e-05  1.395427e-04  2.206324e-04
462.9  1.658160e-05  1.413466e-04  2.238193e-04
463.0  1.690064e-05  1.436828e-04  2.273946e-04
463.1  1.708927e-05  1.459299e-04  2.310095e-04
